"AIQ","HCI","SD","BF","NAOS","EL","NI","AGNT"
52.7,0.4,22.4,BF05,5,83k,83000,Q_0#5
47.5,0.4,22.5,BF05,5,84k,84000,Freq#1
48.1,0.4,22.1,BF05,5,84k,84000,Freq#2
47.9,0.4,21.6,BF05,5,84k,84000,Freq#3
47.3,0.4,21.4,BF05,5,84k,84000,Freq#4
46.5,0.4,21.0,BF05,5,84k,84000,Freq#5
54.4,0.4,21.6,BF05,5,84k,84000,H_l#1
52.1,0.4,20.2,BF05,5,84k,84000,H_l#2
53.2,0.4,21.0,BF05,5,84k,84000,H_l#3
55.2,0.4,22.3,BF05,5,84k,84000,H_l#4
54.5,0.5,24.0,BF05,5,84k,84000,H_l#5
54.6,1.4,23.4,BF05,5,84k,84000,MC_AIXI#1
52.0,1.3,21.6,BF05,5,84k,84000,MC_AIXI#2
55.3,1.4,22.8,BF05,5,84k,84000,MC_AIXI#3
54.1,1.3,21.8,BF05,5,84k,84000,MC_AIXI#4
50.0,1.3,20.8,BF05,5,84k,84000,MC_AIXI#5
49.1,0.4,19.5,BF05,5,84k,84000,Q_l#1
50.1,0.4,19.8,BF05,5,84k,84000,Q_l#2
52.0,0.4,20.9,BF05,5,84k,84000,Q_l#3
53.6,0.5,23.6,BF05,5,84k,84000,Q_l#4
53.6,0.4,22.4,BF05,5,84k,84000,Q_l#5
47.1,0.4,19.6,BF05,5,84k,84000,Q_0#1
48.9,0.4,20.1,BF05,5,84k,84000,Q_0#2
50.9,0.4,20.5,BF05,5,84k,84000,Q_0#3
52.4,0.4,21.7,BF05,5,84k,84000,Q_0#4
52.7,0.4,22.4,BF05,5,84k,84000,Q_0#5
47.6,0.4,22.5,BF05,5,85k,85000,Freq#1
48.2,0.4,22.1,BF05,5,85k,85000,Freq#2
47.9,0.4,21.6,BF05,5,85k,85000,Freq#3
47.3,0.4,21.4,BF05,5,85k,85000,Freq#4
46.5,0.4,21.0,BF05,5,85k,85000,Freq#5
54.4,0.4,21.6,BF05,5,85k,85000,H_l#1
52.1,0.4,20.2,BF05,5,85k,85000,H_l#2
53.2,0.4,21.0,BF05,5,85k,85000,H_l#3
55.2,0.4,22.3,BF05,5,85k,85000,H_l#4
54.5,0.5,24.0,BF05,5,85k,85000,H_l#5
54.6,1.4,23.4,BF05,5,85k,85000,MC_AIXI#1
52.0,1.3,21.6,BF05,5,85k,85000,MC_AIXI#2
55.3,1.4,22.8,BF05,5,85k,85000,MC_AIXI#3
54.1,1.3,21.8,BF05,5,85k,85000,MC_AIXI#4
50.0,1.3,20.8,BF05,5,85k,85000,MC_AIXI#5
49.1,0.4,19.5,BF05,5,85k,85000,Q_l#1
50.1,0.4,19.8,BF05,5,85k,85000,Q_l#2
52.0,0.4,20.9,BF05,5,85k,85000,Q_l#3
53.6,0.5,23.6,BF05,5,85k,85000,Q_l#4
53.6,0.4,22.3,BF05,5,85k,85000,Q_l#5
47.1,0.4,19.6,BF05,5,85k,85000,Q_0#1
48.9,0.4,20.1,BF05,5,85k,85000,Q_0#2
50.9,0.4,20.5,BF05,5,85k,85000,Q_0#3
52.4,0.4,21.7,BF05,5,85k,85000,Q_0#4
52.7,0.4,22.4,BF05,5,85k,85000,Q_0#5
47.6,0.4,22.5,BF05,5,86k,86000,Freq#1
48.2,0.4,22.1,BF05,5,86k,86000,Freq#2
47.9,0.4,21.6,BF05,5,86k,86000,Freq#3
47.3,0.4,21.4,BF05,5,86k,86000,Freq#4
46.5,0.4,21.0,BF05,5,86k,86000,Freq#5
54.4,0.4,21.6,BF05,5,86k,86000,H_l#1
52.1,0.4,20.2,BF05,5,86k,86000,H_l#2
53.2,0.4,21.0,BF05,5,86k,86000,H_l#3
55.2,0.4,22.3,BF05,5,86k,86000,H_l#4
54.5,0.5,24.0,BF05,5,86k,86000,H_l#5
54.6,1.4,23.4,BF05,5,86k,86000,MC_AIXI#1
52.0,1.3,21.6,BF05,5,86k,86000,MC_AIXI#2
55.3,1.4,22.8,BF05,5,86k,86000,MC_AIXI#3
54.1,1.3,21.8,BF05,5,86k,86000,MC_AIXI#4
50.0,1.3,20.8,BF05,5,86k,86000,MC_AIXI#5
49.1,0.4,19.5,BF05,5,86k,86000,Q_l#1
50.1,0.4,19.8,BF05,5,86k,86000,Q_l#2
52.0,0.4,20.9,BF05,5,86k,86000,Q_l#3
53.6,0.5,23.6,BF05,5,86k,86000,Q_l#4
53.6,0.4,22.3,BF05,5,86k,86000,Q_l#5
47.1,0.4,19.6,BF05,5,86k,86000,Q_0#1
48.9,0.4,20.1,BF05,5,86k,86000,Q_0#2
50.9,0.4,20.5,BF05,5,86k,86000,Q_0#3
52.4,0.4,21.7,BF05,5,86k,86000,Q_0#4
52.7,0.4,22.4,BF05,5,86k,86000,Q_0#5
47.6,0.4,22.5,BF05,5,87k,87000,Freq#1
48.2,0.4,22.1,BF05,5,87k,87000,Freq#2
47.9,0.4,21.6,BF05,5,87k,87000,Freq#3
47.3,0.4,21.4,BF05,5,87k,87000,Freq#4
46.6,0.4,21.0,BF05,5,87k,87000,Freq#5
54.4,0.4,21.6,BF05,5,87k,87000,H_l#1
52.1,0.4,20.2,BF05,5,87k,87000,H_l#2
53.2,0.4,21.0,BF05,5,87k,87000,H_l#3
55.2,0.4,22.3,BF05,5,87k,87000,H_l#4
54.5,0.5,24.0,BF05,5,87k,87000,H_l#5
54.6,1.4,23.4,BF05,5,87k,87000,MC_AIXI#1
52.0,1.3,21.6,BF05,5,87k,87000,MC_AIXI#2
55.3,1.4,22.8,BF05,5,87k,87000,MC_AIXI#3
54.1,1.3,21.8,BF05,5,87k,87000,MC_AIXI#4
50.0,1.3,20.8,BF05,5,87k,87000,MC_AIXI#5
49.1,0.4,19.5,BF05,5,87k,87000,Q_l#1
50.1,0.4,19.8,BF05,5,87k,87000,Q_l#2
52.0,0.4,20.9,BF05,5,87k,87000,Q_l#3
53.6,0.5,23.6,BF05,5,87k,87000,Q_l#4
53.6,0.4,22.4,BF05,5,87k,87000,Q_l#5
47.1,0.4,19.6,BF05,5,87k,87000,Q_0#1
48.9,0.4,20.1,BF05,5,87k,87000,Q_0#2
50.9,0.4,20.5,BF05,5,87k,87000,Q_0#3
52.4,0.4,21.7,BF05,5,87k,87000,Q_0#4
52.7,0.4,22.4,BF05,5,87k,87000,Q_0#5
47.6,0.4,22.5,BF05,5,88k,88000,Freq#1
48.2,0.4,22.2,BF05,5,88k,88000,Freq#2
47.9,0.4,21.6,BF05,5,88k,88000,Freq#3
47.3,0.4,21.4,BF05,5,88k,88000,Freq#4
46.6,0.4,21.0,BF05,5,88k,88000,Freq#5
54.4,0.4,21.6,BF05,5,88k,88000,H_l#1
52.1,0.4,20.3,BF05,5,88k,88000,H_l#2
53.2,0.4,21.0,BF05,5,88k,88000,H_l#3
55.2,0.4,22.3,BF05,5,88k,88000,H_l#4
54.5,0.5,24.0,BF05,5,88k,88000,H_l#5
54.6,1.4,23.4,BF05,5,88k,88000,MC_AIXI#1
52.0,1.3,21.6,BF05,5,88k,88000,MC_AIXI#2
55.3,1.4,22.8,BF05,5,88k,88000,MC_AIXI#3
54.1,1.3,21.8,BF05,5,88k,88000,MC_AIXI#4
50.0,1.3,20.8,BF05,5,88k,88000,MC_AIXI#5
49.1,0.4,19.5,BF05,5,88k,88000,Q_l#1
50.1,0.4,19.8,BF05,5,88k,88000,Q_l#2
52.0,0.4,20.9,BF05,5,88k,88000,Q_l#3
53.6,0.5,23.6,BF05,5,88k,88000,Q_l#4
53.6,0.4,22.3,BF05,5,88k,88000,Q_l#5
47.1,0.4,19.6,BF05,5,88k,88000,Q_0#1
48.9,0.4,20.1,BF05,5,88k,88000,Q_0#2
50.9,0.4,20.5,BF05,5,88k,88000,Q_0#3
52.4,0.4,21.7,BF05,5,88k,88000,Q_0#4
52.7,0.4,22.4,BF05,5,88k,88000,Q_0#5
47.6,0.4,22.5,BF05,5,89k,89000,Freq#1
48.2,0.4,22.2,BF05,5,89k,89000,Freq#2
47.9,0.4,21.6,BF05,5,89k,89000,Freq#3
47.3,0.4,21.4,BF05,5,89k,89000,Freq#4
46.6,0.4,21.0,BF05,5,89k,89000,Freq#5
54.4,0.4,21.6,BF05,5,89k,89000,H_l#1
52.1,0.4,20.3,BF05,5,89k,89000,H_l#2
53.2,0.4,21.0,BF05,5,89k,89000,H_l#3
55.2,0.4,22.3,BF05,5,89k,89000,H_l#4
54.5,0.5,24.0,BF05,5,89k,89000,H_l#5
54.6,1.4,23.4,BF05,5,89k,89000,MC_AIXI#1
52.0,1.3,21.6,BF05,5,89k,89000,MC_AIXI#2
55.3,1.4,22.8,BF05,5,89k,89000,MC_AIXI#3
54.1,1.3,21.8,BF05,5,89k,89000,MC_AIXI#4
50.0,1.3,20.8,BF05,5,89k,89000,MC_AIXI#5
49.1,0.4,19.5,BF05,5,89k,89000,Q_l#1
50.1,0.4,19.8,BF05,5,89k,89000,Q_l#2
52.0,0.4,20.9,BF05,5,89k,89000,Q_l#3
53.6,0.5,23.6,BF05,5,89k,89000,Q_l#4
53.6,0.4,22.3,BF05,5,89k,89000,Q_l#5
47.1,0.4,19.6,BF05,5,89k,89000,Q_0#1
48.9,0.4,20.1,BF05,5,89k,89000,Q_0#2
50.9,0.4,20.5,BF05,5,89k,89000,Q_0#3
52.4,0.4,21.7,BF05,5,89k,89000,Q_0#4
52.8,0.4,22.4,BF05,5,89k,89000,Q_0#5
47.6,0.4,22.5,BF05,5,90k,90000,Freq#1
48.2,0.4,22.2,BF05,5,90k,90000,Freq#2
48.0,0.4,21.6,BF05,5,90k,90000,Freq#3
47.3,0.4,21.4,BF05,5,90k,90000,Freq#4
46.6,0.4,21.0,BF05,5,90k,90000,Freq#5
54.4,0.4,21.6,BF05,5,90k,90000,H_l#1
52.1,0.4,20.3,BF05,5,90k,90000,H_l#2
53.2,0.4,21.0,BF05,5,90k,90000,H_l#3
55.2,0.4,22.3,BF05,5,90k,90000,H_l#4
54.6,0.5,24.0,BF05,5,90k,90000,H_l#5
54.6,1.4,23.4,BF05,5,90k,90000,MC_AIXI#1
52.0,1.3,21.6,BF05,5,90k,90000,MC_AIXI#2
55.3,1.4,22.8,BF05,5,90k,90000,MC_AIXI#3
54.1,1.3,21.8,BF05,5,90k,90000,MC_AIXI#4
50.0,1.3,20.8,BF05,5,90k,90000,MC_AIXI#5
49.1,0.4,19.5,BF05,5,90k,90000,Q_l#1
50.1,0.4,19.8,BF05,5,90k,90000,Q_l#2
52.0,0.4,20.9,BF05,5,90k,90000,Q_l#3
53.6,0.5,23.6,BF05,5,90k,90000,Q_l#4
53.6,0.4,22.3,BF05,5,90k,90000,Q_l#5
47.1,0.4,19.6,BF05,5,90k,90000,Q_0#1
48.9,0.4,20.1,BF05,5,90k,90000,Q_0#2
50.9,0.4,20.5,BF05,5,90k,90000,Q_0#3
52.4,0.4,21.7,BF05,5,90k,90000,Q_0#4
52.8,0.4,22.4,BF05,5,90k,90000,Q_0#5
47.7,0.4,22.5,BF05,5,91k,91000,Freq#1
48.3,0.4,22.2,BF05,5,91k,91000,Freq#2
48.0,0.4,21.6,BF05,5,91k,91000,Freq#3
47.3,0.4,21.4,BF05,5,91k,91000,Freq#4
46.6,0.4,21.0,BF05,5,91k,91000,Freq#5
54.4,0.4,21.6,BF05,5,91k,91000,H_l#1
52.1,0.4,20.3,BF05,5,91k,91000,H_l#2
53.2,0.4,21.0,BF05,5,91k,91000,H_l#3
55.2,0.4,22.3,BF05,5,91k,91000,H_l#4
54.6,0.5,24.0,BF05,5,91k,91000,H_l#5
54.6,1.4,23.4,BF05,5,91k,91000,MC_AIXI#1
52.0,1.3,21.6,BF05,5,91k,91000,MC_AIXI#2
55.3,1.4,22.8,BF05,5,91k,91000,MC_AIXI#3
54.1,1.3,21.8,BF05,5,91k,91000,MC_AIXI#4
50.0,1.3,20.8,BF05,5,91k,91000,MC_AIXI#5
49.1,0.4,19.5,BF05,5,91k,91000,Q_l#1
50.1,0.4,19.8,BF05,5,91k,91000,Q_l#2
52.0,0.4,20.9,BF05,5,91k,91000,Q_l#3
53.6,0.5,23.6,BF05,5,91k,91000,Q_l#4
53.7,0.4,22.3,BF05,5,91k,91000,Q_l#5
47.1,0.4,19.6,BF05,5,91k,91000,Q_0#1
48.9,0.4,20.1,BF05,5,91k,91000,Q_0#2
50.9,0.4,20.5,BF05,5,91k,91000,Q_0#3
52.4,0.4,21.7,BF05,5,91k,91000,Q_0#4
52.8,0.4,22.4,BF05,5,91k,91000,Q_0#5
47.7,0.4,22.5,BF05,5,92k,92000,Freq#1
48.3,0.4,22.2,BF05,5,92k,92000,Freq#2
48.0,0.4,21.6,BF05,5,92k,92000,Freq#3
47.3,0.4,21.4,BF05,5,92k,92000,Freq#4
46.6,0.4,21.0,BF05,5,92k,92000,Freq#5
54.4,0.4,21.6,BF05,5,92k,92000,H_l#1
52.1,0.4,20.3,BF05,5,92k,92000,H_l#2
53.2,0.4,21.0,BF05,5,92k,92000,H_l#3
55.2,0.4,22.3,BF05,5,92k,92000,H_l#4
54.6,0.5,24.0,BF05,5,92k,92000,H_l#5
54.6,1.4,23.4,BF05,5,92k,92000,MC_AIXI#1
52.0,1.3,21.6,BF05,5,92k,92000,MC_AIXI#2
55.3,1.4,22.8,BF05,5,92k,92000,MC_AIXI#3
54.1,1.3,21.8,BF05,5,92k,92000,MC_AIXI#4
50.0,1.3,20.8,BF05,5,92k,92000,MC_AIXI#5
49.1,0.4,19.5,BF05,5,92k,92000,Q_l#1
50.1,0.4,19.8,BF05,5,92k,92000,Q_l#2
52.0,0.4,20.9,BF05,5,92k,92000,Q_l#3
53.6,0.5,23.6,BF05,5,92k,92000,Q_l#4
53.7,0.4,22.3,BF05,5,92k,92000,Q_l#5
47.1,0.4,19.6,BF05,5,92k,92000,Q_0#1
48.9,0.4,20.1,BF05,5,92k,92000,Q_0#2
50.9,0.4,20.5,BF05,5,92k,92000,Q_0#3
52.5,0.4,21.7,BF05,5,92k,92000,Q_0#4
52.8,0.4,22.4,BF05,5,92k,92000,Q_0#5
47.7,0.4,22.5,BF05,5,93k,93000,Freq#1
48.3,0.4,22.2,BF05,5,93k,93000,Freq#2
48.0,0.4,21.6,BF05,5,93k,93000,Freq#3
47.4,0.4,21.4,BF05,5,93k,93000,Freq#4
46.6,0.4,21.0,BF05,5,93k,93000,Freq#5
54.4,0.4,21.6,BF05,5,93k,93000,H_l#1
52.1,0.4,20.3,BF05,5,93k,93000,H_l#2
53.2,0.4,21.0,BF05,5,93k,93000,H_l#3
55.2,0.4,22.3,BF05,5,93k,93000,H_l#4
54.6,0.5,24.0,BF05,5,93k,93000,H_l#5
54.6,1.4,23.4,BF05,5,93k,93000,MC_AIXI#1
52.0,1.3,21.6,BF05,5,93k,93000,MC_AIXI#2
55.3,1.4,22.8,BF05,5,93k,93000,MC_AIXI#3
54.1,1.3,21.8,BF05,5,93k,93000,MC_AIXI#4
50.0,1.3,20.8,BF05,5,93k,93000,MC_AIXI#5
49.1,0.4,19.5,BF05,5,93k,93000,Q_l#1
50.1,0.4,19.8,BF05,5,93k,93000,Q_l#2
52.0,0.4,20.9,BF05,5,93k,93000,Q_l#3
53.6,0.5,23.6,BF05,5,93k,93000,Q_l#4
53.7,0.4,22.3,BF05,5,93k,93000,Q_l#5
47.1,0.4,19.6,BF05,5,93k,93000,Q_0#1
48.9,0.4,20.1,BF05,5,93k,93000,Q_0#2
50.9,0.4,20.5,BF05,5,93k,93000,Q_0#3
52.5,0.4,21.7,BF05,5,93k,93000,Q_0#4
52.8,0.4,22.4,BF05,5,93k,93000,Q_0#5
47.7,0.4,22.5,BF05,5,94k,94000,Freq#1
48.3,0.4,22.2,BF05,5,94k,94000,Freq#2
48.0,0.4,21.6,BF05,5,94k,94000,Freq#3
47.4,0.4,21.4,BF05,5,94k,94000,Freq#4
46.6,0.4,21.0,BF05,5,94k,94000,Freq#5
54.4,0.4,21.6,BF05,5,94k,94000,H_l#1
52.1,0.4,20.3,BF05,5,94k,94000,H_l#2
53.2,0.4,21.0,BF05,5,94k,94000,H_l#3
55.2,0.4,22.3,BF05,5,94k,94000,H_l#4
54.6,0.5,24.0,BF05,5,94k,94000,H_l#5
54.6,1.4,23.4,BF05,5,94k,94000,MC_AIXI#1
52.0,1.3,21.6,BF05,5,94k,94000,MC_AIXI#2
55.3,1.4,22.8,BF05,5,94k,94000,MC_AIXI#3
54.1,1.3,21.8,BF05,5,94k,94000,MC_AIXI#4
50.0,1.3,20.8,BF05,5,94k,94000,MC_AIXI#5
49.1,0.4,19.5,BF05,5,94k,94000,Q_l#1
50.1,0.4,19.8,BF05,5,94k,94000,Q_l#2
52.0,0.4,20.9,BF05,5,94k,94000,Q_l#3
53.6,0.5,23.6,BF05,5,94k,94000,Q_l#4
53.7,0.4,22.4,BF05,5,94k,94000,Q_l#5
47.1,0.4,19.6,BF05,5,94k,94000,Q_0#1
48.9,0.4,20.1,BF05,5,94k,94000,Q_0#2
50.9,0.4,20.5,BF05,5,94k,94000,Q_0#3
52.5,0.4,21.8,BF05,5,94k,94000,Q_0#4
52.8,0.4,22.5,BF05,5,94k,94000,Q_0#5
47.7,0.4,22.5,BF05,5,95k,95000,Freq#1
48.3,0.4,22.2,BF05,5,95k,95000,Freq#2
48.0,0.4,21.6,BF05,5,95k,95000,Freq#3
47.4,0.4,21.4,BF05,5,95k,95000,Freq#4
46.6,0.4,21.0,BF05,5,95k,95000,Freq#5
54.4,0.4,21.6,BF05,5,95k,95000,H_l#1
52.1,0.4,20.3,BF05,5,95k,95000,H_l#2
53.2,0.4,21.0,BF05,5,95k,95000,H_l#3
55.2,0.4,22.3,BF05,5,95k,95000,H_l#4
54.6,0.5,24.0,BF05,5,95k,95000,H_l#5
54.6,1.4,23.4,BF05,5,95k,95000,MC_AIXI#1
52.0,1.3,21.6,BF05,5,95k,95000,MC_AIXI#2
55.3,1.4,22.8,BF05,5,95k,95000,MC_AIXI#3
54.1,1.3,21.8,BF05,5,95k,95000,MC_AIXI#4
50.1,1.3,20.8,BF05,5,95k,95000,MC_AIXI#5
49.1,0.4,19.5,BF05,5,95k,95000,Q_l#1
50.1,0.4,19.8,BF05,5,95k,95000,Q_l#2
52.0,0.4,20.9,BF05,5,95k,95000,Q_l#3
53.6,0.5,23.6,BF05,5,95k,95000,Q_l#4
53.7,0.4,22.3,BF05,5,95k,95000,Q_l#5
47.1,0.4,19.6,BF05,5,95k,95000,Q_0#1
48.9,0.4,20.1,BF05,5,95k,95000,Q_0#2
50.9,0.4,20.5,BF05,5,95k,95000,Q_0#3
52.5,0.4,21.8,BF05,5,95k,95000,Q_0#4
52.9,0.4,22.5,BF05,5,95k,95000,Q_0#5
47.8,0.4,22.5,BF05,5,96k,96000,Freq#1
48.3,0.4,22.2,BF05,5,96k,96000,Freq#2
48.0,0.4,21.6,BF05,5,96k,96000,Freq#3
47.4,0.4,21.4,BF05,5,96k,96000,Freq#4
46.6,0.4,21.0,BF05,5,96k,96000,Freq#5
54.4,0.4,21.6,BF05,5,96k,96000,H_l#1
52.1,0.4,20.3,BF05,5,96k,96000,H_l#2
53.2,0.4,21.0,BF05,5,96k,96000,H_l#3
55.2,0.4,22.3,BF05,5,96k,96000,H_l#4
54.6,0.5,24.0,BF05,5,96k,96000,H_l#5
54.6,1.4,23.4,BF05,5,96k,96000,MC_AIXI#1
52.0,1.3,21.6,BF05,5,96k,96000,MC_AIXI#2
55.3,1.4,22.8,BF05,5,96k,96000,MC_AIXI#3
54.1,1.3,21.8,BF05,5,96k,96000,MC_AIXI#4
50.1,1.3,20.8,BF05,5,96k,96000,MC_AIXI#5
49.1,0.4,19.5,BF05,5,96k,96000,Q_l#1
50.1,0.4,19.8,BF05,5,96k,96000,Q_l#2
52.0,0.4,20.9,BF05,5,96k,96000,Q_l#3
53.7,0.5,23.6,BF05,5,96k,96000,Q_l#4
53.7,0.4,22.3,BF05,5,96k,96000,Q_l#5
47.1,0.4,19.6,BF05,5,96k,96000,Q_0#1
48.9,0.4,20.1,BF05,5,96k,96000,Q_0#2
50.9,0.4,20.5,BF05,5,96k,96000,Q_0#3
52.5,0.4,21.8,BF05,5,96k,96000,Q_0#4
52.9,0.4,22.5,BF05,5,96k,96000,Q_0#5
47.8,0.4,22.5,BF05,5,97k,97000,Freq#1
48.3,0.4,22.2,BF05,5,97k,97000,Freq#2
48.0,0.4,21.6,BF05,5,97k,97000,Freq#3
47.4,0.4,21.4,BF05,5,97k,97000,Freq#4
46.7,0.4,21.0,BF05,5,97k,97000,Freq#5
54.4,0.4,21.6,BF05,5,97k,97000,H_l#1
52.1,0.4,20.3,BF05,5,97k,97000,H_l#2
53.2,0.4,21.0,BF05,5,97k,97000,H_l#3
55.2,0.4,22.3,BF05,5,97k,97000,H_l#4
54.6,0.5,24.0,BF05,5,97k,97000,H_l#5
54.6,1.4,23.4,BF05,5,97k,97000,MC_AIXI#1
52.0,1.3,21.6,BF05,5,97k,97000,MC_AIXI#2
55.3,1.4,22.8,BF05,5,97k,97000,MC_AIXI#3
54.1,1.3,21.8,BF05,5,97k,97000,MC_AIXI#4
50.1,1.3,20.8,BF05,5,97k,97000,MC_AIXI#5
49.1,0.4,19.5,BF05,5,97k,97000,Q_l#1
50.1,0.4,19.8,BF05,5,97k,97000,Q_l#2
52.0,0.4,20.9,BF05,5,97k,97000,Q_l#3
53.7,0.5,23.6,BF05,5,97k,97000,Q_l#4
53.7,0.4,22.3,BF05,5,97k,97000,Q_l#5
47.1,0.4,19.6,BF05,5,97k,97000,Q_0#1
48.9,0.4,20.1,BF05,5,97k,97000,Q_0#2
50.9,0.4,20.5,BF05,5,97k,97000,Q_0#3
52.5,0.4,21.8,BF05,5,97k,97000,Q_0#4
52.9,0.4,22.5,BF05,5,97k,97000,Q_0#5
47.8,0.4,22.5,BF05,5,98k,98000,Freq#1
48.3,0.4,22.2,BF05,5,98k,98000,Freq#2
48.0,0.4,21.6,BF05,5,98k,98000,Freq#3
47.4,0.4,21.4,BF05,5,98k,98000,Freq#4
46.7,0.4,21.0,BF05,5,98k,98000,Freq#5
54.5,0.4,21.6,BF05,5,98k,98000,H_l#1
52.1,0.4,20.3,BF05,5,98k,98000,H_l#2
53.2,0.4,21.0,BF05,5,98k,98000,H_l#3
55.3,0.4,22.2,BF05,5,98k,98000,H_l#4
54.6,0.5,24.0,BF05,5,98k,98000,H_l#5
54.6,1.4,23.4,BF05,5,98k,98000,MC_AIXI#1
52.0,1.3,21.6,BF05,5,98k,98000,MC_AIXI#2
55.3,1.4,22.8,BF05,5,98k,98000,MC_AIXI#3
54.1,1.3,21.8,BF05,5,98k,98000,MC_AIXI#4
50.1,1.3,20.8,BF05,5,98k,98000,MC_AIXI#5
49.1,0.4,19.6,BF05,5,98k,98000,Q_l#1
50.1,0.4,19.8,BF05,5,98k,98000,Q_l#2
52.0,0.4,20.9,BF05,5,98k,98000,Q_l#3
53.7,0.5,23.6,BF05,5,98k,98000,Q_l#4
53.8,0.4,22.3,BF05,5,98k,98000,Q_l#5
47.1,0.4,19.6,BF05,5,98k,98000,Q_0#1
48.9,0.4,20.1,BF05,5,98k,98000,Q_0#2
50.9,0.4,20.5,BF05,5,98k,98000,Q_0#3
52.5,0.4,21.8,BF05,5,98k,98000,Q_0#4
52.9,0.4,22.5,BF05,5,98k,98000,Q_0#5
47.8,0.4,22.5,BF05,5,99k,99000,Freq#1
48.4,0.4,22.2,BF05,5,99k,99000,Freq#2
48.1,0.4,21.6,BF05,5,99k,99000,Freq#3
47.4,0.4,21.4,BF05,5,99k,99000,Freq#4
46.7,0.4,21.0,BF05,5,99k,99000,Freq#5
54.5,0.4,21.6,BF05,5,99k,99000,H_l#1
52.1,0.4,20.3,BF05,5,99k,99000,H_l#2
53.2,0.4,21.0,BF05,5,99k,99000,H_l#3
55.3,0.4,22.2,BF05,5,99k,99000,H_l#4
54.6,0.5,24.0,BF05,5,99k,99000,H_l#5
54.6,1.4,23.4,BF05,5,99k,99000,MC_AIXI#1
52.0,1.3,21.6,BF05,5,99k,99000,MC_AIXI#2
55.3,1.4,22.8,BF05,5,99k,99000,MC_AIXI#3
54.1,1.3,21.8,BF05,5,99k,99000,MC_AIXI#4
50.1,1.3,20.8,BF05,5,99k,99000,MC_AIXI#5
49.1,0.4,19.6,BF05,5,99k,99000,Q_l#1
50.1,0.4,19.8,BF05,5,99k,99000,Q_l#2
52.0,0.4,20.9,BF05,5,99k,99000,Q_l#3
53.7,0.5,23.6,BF05,5,99k,99000,Q_l#4
53.8,0.4,22.3,BF05,5,99k,99000,Q_l#5
47.1,0.4,19.6,BF05,5,99k,99000,Q_0#1
48.9,0.4,20.1,BF05,5,99k,99000,Q_0#2
50.9,0.4,20.5,BF05,5,99k,99000,Q_0#3
52.5,0.4,21.8,BF05,5,99k,99000,Q_0#4
52.9,0.4,22.5,BF05,5,99k,99000,Q_0#5
47.8,0.4,22.5,BF05,5,100k,100000,Freq#1
48.4,0.4,22.2,BF05,5,100k,100000,Freq#2
48.1,0.4,21.6,BF05,5,100k,100000,Freq#3
47.4,0.4,21.4,BF05,5,100k,100000,Freq#4
46.7,0.4,21.0,BF05,5,100k,100000,Freq#5
54.5,0.4,21.6,BF05,5,100k,100000,H_l#1
52.1,0.4,20.3,BF05,5,100k,100000,H_l#2
53.2,0.4,21.0,BF05,5,100k,100000,H_l#3
55.3,0.4,22.2,BF05,5,100k,100000,H_l#4
54.6,0.5,24.0,BF05,5,100k,100000,H_l#5
54.6,1.4,23.4,BF05,5,100k,100000,MC_AIXI#1
52.0,1.3,21.6,BF05,5,100k,100000,MC_AIXI#2
55.3,1.4,22.8,BF05,5,100k,100000,MC_AIXI#3
54.1,1.3,21.8,BF05,5,100k,100000,MC_AIXI#4
50.1,1.3,20.8,BF05,5,100k,100000,MC_AIXI#5
49.1,0.4,19.6,BF05,5,100k,100000,Q_l#1
50.1,0.4,19.8,BF05,5,100k,100000,Q_l#2
52.0,0.4,20.9,BF05,5,100k,100000,Q_l#3
53.7,0.5,23.6,BF05,5,100k,100000,Q_l#4
53.8,0.4,22.3,BF05,5,100k,100000,Q_l#5
47.1,0.4,19.6,BF05,5,100k,100000,Q_0#1
48.9,0.4,20.1,BF05,5,100k,100000,Q_0#2
50.9,0.4,20.5,BF05,5,100k,100000,Q_0#3
52.5,0.4,21.8,BF05,5,100k,100000,Q_0#4
52.9,0.4,22.5,BF05,5,100k,100000,Q_0#5
