"AIQ","HCI","SD","BF","NAOS","EL","NI","AGNT"
49.9,0.4,20.6,BF05,5,18k,18000,Q_0#3
50.0,0.4,21.9,BF05,5,18k,18000,Q_0#4
47.7,0.5,23.0,BF05,5,18k,18000,Q_0#5
44.7,0.4,22.3,BF05,5,19k,19000,Freq#1
45.6,0.4,22.0,BF05,5,19k,19000,Freq#2
45.9,0.4,21.5,BF05,5,19k,19000,Freq#3
45.4,0.4,21.2,BF05,5,19k,19000,Freq#4
44.8,0.4,21.0,BF05,5,19k,19000,Freq#5
53.8,0.4,22.0,BF05,5,19k,19000,H_l#1
51.8,0.4,20.2,BF05,5,19k,19000,H_l#2
53.0,0.4,21.0,BF05,5,19k,19000,H_l#3
54.1,0.4,22.4,BF05,5,19k,19000,H_l#4
52.8,0.5,23.6,BF05,5,19k,19000,H_l#5
54.0,1.4,23.1,BF05,5,19k,19000,MC_AIXI#1
51.6,1.3,21.6,BF05,5,19k,19000,MC_AIXI#2
54.6,1.4,22.4,BF05,5,19k,19000,MC_AIXI#3
53.1,1.3,21.5,BF05,5,19k,19000,MC_AIXI#4
47.6,1.3,20.5,BF05,5,19k,19000,MC_AIXI#5
48.8,0.4,19.5,BF05,5,19k,19000,Q_l#1
49.6,0.4,19.7,BF05,5,19k,19000,Q_l#2
51.1,0.4,21.3,BF05,5,19k,19000,Q_l#3
51.7,0.5,23.8,BF05,5,19k,19000,Q_l#4
49.2,0.5,23.3,BF05,5,19k,19000,Q_l#5
46.8,0.4,19.5,BF05,5,19k,19000,Q_0#1
48.4,0.4,20.1,BF05,5,19k,19000,Q_0#2
50.0,0.4,20.6,BF05,5,19k,19000,Q_0#3
50.2,0.4,21.8,BF05,5,19k,19000,Q_0#4
48.0,0.5,23.0,BF05,5,19k,19000,Q_0#5
44.8,0.4,22.3,BF05,5,20k,20000,Freq#1
45.7,0.4,22.0,BF05,5,20k,20000,Freq#2
46.0,0.4,21.5,BF05,5,20k,20000,Freq#3
45.5,0.4,21.3,BF05,5,20k,20000,Freq#4
44.8,0.4,21.0,BF05,5,20k,20000,Freq#5
53.9,0.4,22.0,BF05,5,20k,20000,H_l#1
51.8,0.4,20.2,BF05,5,20k,20000,H_l#2
53.0,0.4,21.0,BF05,5,20k,20000,H_l#3
54.1,0.4,22.4,BF05,5,20k,20000,H_l#4
52.9,0.5,23.6,BF05,5,20k,20000,H_l#5
54.1,1.4,23.2,BF05,5,20k,20000,MC_AIXI#1
51.7,1.3,21.6,BF05,5,20k,20000,MC_AIXI#2
54.7,1.4,22.5,BF05,5,20k,20000,MC_AIXI#3
53.2,1.3,21.5,BF05,5,20k,20000,MC_AIXI#4
47.7,1.3,20.5,BF05,5,20k,20000,MC_AIXI#5
48.8,0.4,19.5,BF05,5,20k,20000,Q_l#1
49.7,0.4,19.7,BF05,5,20k,20000,Q_l#2
51.1,0.4,21.3,BF05,5,20k,20000,Q_l#3
51.8,0.5,23.7,BF05,5,20k,20000,Q_l#4
49.4,0.5,23.2,BF05,5,20k,20000,Q_l#5
46.8,0.4,19.5,BF05,5,20k,20000,Q_0#1
48.4,0.4,20.1,BF05,5,20k,20000,Q_0#2
50.0,0.4,20.6,BF05,5,20k,20000,Q_0#3
50.3,0.4,21.8,BF05,5,20k,20000,Q_0#4
48.2,0.4,23.0,BF05,5,20k,20000,Q_0#5
44.9,0.4,22.3,BF05,5,21k,21000,Freq#1
45.8,0.4,22.0,BF05,5,21k,21000,Freq#2
46.0,0.4,21.5,BF05,5,21k,21000,Freq#3
45.6,0.4,21.3,BF05,5,21k,21000,Freq#4
44.9,0.4,21.0,BF05,5,21k,21000,Freq#5
53.9,0.4,21.9,BF05,5,21k,21000,H_l#1
51.9,0.4,20.2,BF05,5,21k,21000,H_l#2
53.0,0.4,21.0,BF05,5,21k,21000,H_l#3
54.2,0.4,22.4,BF05,5,21k,21000,H_l#4
53.0,0.5,23.7,BF05,5,21k,21000,H_l#5
54.1,1.4,23.2,BF05,5,21k,21000,MC_AIXI#1
51.7,1.3,21.6,BF05,5,21k,21000,MC_AIXI#2
54.7,1.4,22.5,BF05,5,21k,21000,MC_AIXI#3
53.2,1.3,21.6,BF05,5,21k,21000,MC_AIXI#4
47.8,1.3,20.6,BF05,5,21k,21000,MC_AIXI#5
48.8,0.4,19.5,BF05,5,21k,21000,Q_l#1
49.7,0.4,19.7,BF05,5,21k,21000,Q_l#2
51.2,0.4,21.3,BF05,5,21k,21000,Q_l#3
51.9,0.5,23.7,BF05,5,21k,21000,Q_l#4
49.6,0.5,23.2,BF05,5,21k,21000,Q_l#5
46.9,0.4,19.5,BF05,5,21k,21000,Q_0#1
48.4,0.4,20.1,BF05,5,21k,21000,Q_0#2
50.1,0.4,20.6,BF05,5,21k,21000,Q_0#3
50.5,0.4,21.8,BF05,5,21k,21000,Q_0#4
48.5,0.4,22.9,BF05,5,21k,21000,Q_0#5
45.0,0.4,22.3,BF05,5,22k,22000,Freq#1
45.9,0.4,22.0,BF05,5,22k,22000,Freq#2
46.1,0.4,21.5,BF05,5,22k,22000,Freq#3
45.6,0.4,21.3,BF05,5,22k,22000,Freq#4
45.0,0.4,21.0,BF05,5,22k,22000,Freq#5
53.9,0.4,21.9,BF05,5,22k,22000,H_l#1
51.9,0.4,20.2,BF05,5,22k,22000,H_l#2
53.0,0.4,21.0,BF05,5,22k,22000,H_l#3
54.2,0.4,22.4,BF05,5,22k,22000,H_l#4
53.1,0.5,23.7,BF05,5,22k,22000,H_l#5
54.2,1.4,23.2,BF05,5,22k,22000,MC_AIXI#1
51.7,1.3,21.6,BF05,5,22k,22000,MC_AIXI#2
54.8,1.4,22.5,BF05,5,22k,22000,MC_AIXI#3
53.3,1.3,21.6,BF05,5,22k,22000,MC_AIXI#4
47.9,1.3,20.6,BF05,5,22k,22000,MC_AIXI#5
48.8,0.4,19.5,BF05,5,22k,22000,Q_l#1
49.7,0.4,19.7,BF05,5,22k,22000,Q_l#2
51.2,0.4,21.2,BF05,5,22k,22000,Q_l#3
52.0,0.5,23.7,BF05,5,22k,22000,Q_l#4
49.8,0.5,23.2,BF05,5,22k,22000,Q_l#5
46.9,0.4,19.5,BF05,5,22k,22000,Q_0#1
48.5,0.4,20.1,BF05,5,22k,22000,Q_0#2
50.1,0.4,20.6,BF05,5,22k,22000,Q_0#3
50.6,0.4,21.7,BF05,5,22k,22000,Q_0#4
48.7,0.4,22.9,BF05,5,22k,22000,Q_0#5
45.1,0.4,22.3,BF05,5,23k,23000,Freq#1
46.0,0.4,22.0,BF05,5,23k,23000,Freq#2
46.2,0.4,21.5,BF05,5,23k,23000,Freq#3
45.7,0.4,21.3,BF05,5,23k,23000,Freq#4
45.0,0.4,21.0,BF05,5,23k,23000,Freq#5
54.0,0.4,21.9,BF05,5,23k,23000,H_l#1
51.9,0.4,20.2,BF05,5,23k,23000,H_l#2
53.1,0.4,21.0,BF05,5,23k,23000,H_l#3
54.3,0.4,22.4,BF05,5,23k,23000,H_l#4
53.2,0.5,23.7,BF05,5,23k,23000,H_l#5
54.2,1.4,23.2,BF05,5,23k,23000,MC_AIXI#1
51.7,1.3,21.6,BF05,5,23k,23000,MC_AIXI#2
54.8,1.4,22.5,BF05,5,23k,23000,MC_AIXI#3
53.3,1.3,21.6,BF05,5,23k,23000,MC_AIXI#4
48.0,1.3,20.6,BF05,5,23k,23000,MC_AIXI#5
48.8,0.4,19.5,BF05,5,23k,23000,Q_l#1
49.7,0.4,19.7,BF05,5,23k,23000,Q_l#2
51.3,0.4,21.2,BF05,5,23k,23000,Q_l#3
52.1,0.5,23.7,BF05,5,23k,23000,Q_l#4
50.0,0.5,23.1,BF05,5,23k,23000,Q_l#5
46.9,0.4,19.5,BF05,5,23k,23000,Q_0#1
48.5,0.4,20.1,BF05,5,23k,23000,Q_0#2
50.1,0.4,20.6,BF05,5,23k,23000,Q_0#3
50.7,0.4,21.7,BF05,5,23k,23000,Q_0#4
48.9,0.4,22.9,BF05,5,23k,23000,Q_0#5
45.2,0.4,22.3,BF05,5,24k,24000,Freq#1
46.1,0.4,22.1,BF05,5,24k,24000,Freq#2
46.3,0.4,21.5,BF05,5,24k,24000,Freq#3
45.8,0.4,21.3,BF05,5,24k,24000,Freq#4
45.1,0.4,21.0,BF05,5,24k,24000,Freq#5
54.0,0.4,21.9,BF05,5,24k,24000,H_l#1
51.9,0.4,20.2,BF05,5,24k,24000,H_l#2
53.1,0.4,21.0,BF05,5,24k,24000,H_l#3
54.3,0.4,22.4,BF05,5,24k,24000,H_l#4
53.3,0.5,23.7,BF05,5,24k,24000,H_l#5
54.2,1.4,23.2,BF05,5,24k,24000,MC_AIXI#1
51.8,1.3,21.6,BF05,5,24k,24000,MC_AIXI#2
54.8,1.4,22.6,BF05,5,24k,24000,MC_AIXI#3
53.4,1.3,21.6,BF05,5,24k,24000,MC_AIXI#4
48.0,1.3,20.7,BF05,5,24k,24000,MC_AIXI#5
48.9,0.4,19.5,BF05,5,24k,24000,Q_l#1
49.7,0.4,19.7,BF05,5,24k,24000,Q_l#2
51.3,0.4,21.2,BF05,5,24k,24000,Q_l#3
52.2,0.5,23.7,BF05,5,24k,24000,Q_l#4
50.2,0.5,23.1,BF05,5,24k,24000,Q_l#5
46.9,0.4,19.5,BF05,5,24k,24000,Q_0#1
48.5,0.4,20.1,BF05,5,24k,24000,Q_0#2
50.2,0.4,20.6,BF05,5,24k,24000,Q_0#3
50.8,0.4,21.7,BF05,5,24k,24000,Q_0#4
49.1,0.4,22.9,BF05,5,24k,24000,Q_0#5
45.3,0.4,22.3,BF05,5,25k,25000,Freq#1
46.2,0.4,22.1,BF05,5,25k,25000,Freq#2
46.3,0.4,21.5,BF05,5,25k,25000,Freq#3
45.8,0.4,21.3,BF05,5,25k,25000,Freq#4
45.2,0.4,21.0,BF05,5,25k,25000,Freq#5
54.0,0.4,21.9,BF05,5,25k,25000,H_l#1
51.9,0.4,20.2,BF05,5,25k,25000,H_l#2
53.1,0.4,21.0,BF05,5,25k,25000,H_l#3
54.4,0.4,22.4,BF05,5,25k,25000,H_l#4
53.3,0.5,23.7,BF05,5,25k,25000,H_l#5
54.3,1.4,23.2,BF05,5,25k,25000,MC_AIXI#1
51.8,1.3,21.6,BF05,5,25k,25000,MC_AIXI#2
54.9,1.4,22.6,BF05,5,25k,25000,MC_AIXI#3
53.4,1.3,21.6,BF05,5,25k,25000,MC_AIXI#4
48.1,1.3,20.7,BF05,5,25k,25000,MC_AIXI#5
48.9,0.4,19.5,BF05,5,25k,25000,Q_l#1
49.8,0.4,19.7,BF05,5,25k,25000,Q_l#2
51.3,0.4,21.2,BF05,5,25k,25000,Q_l#3
52.3,0.5,23.6,BF05,5,25k,25000,Q_l#4
50.4,0.5,23.1,BF05,5,25k,25000,Q_l#5
46.9,0.4,19.5,BF05,5,25k,25000,Q_0#1
48.5,0.4,20.1,BF05,5,25k,25000,Q_0#2
50.2,0.4,20.6,BF05,5,25k,25000,Q_0#3
50.9,0.4,21.7,BF05,5,25k,25000,Q_0#4
49.2,0.4,22.8,BF05,5,25k,25000,Q_0#5
45.4,0.4,22.3,BF05,5,26k,26000,Freq#1
46.3,0.4,22.1,BF05,5,26k,26000,Freq#2
46.4,0.4,21.5,BF05,5,26k,26000,Freq#3
45.9,0.4,21.3,BF05,5,26k,26000,Freq#4
45.2,0.4,21.0,BF05,5,26k,26000,Freq#5
54.1,0.4,21.8,BF05,5,26k,26000,H_l#1
51.9,0.4,20.2,BF05,5,26k,26000,H_l#2
53.1,0.4,21.0,BF05,5,26k,26000,H_l#3
54.4,0.4,22.4,BF05,5,26k,26000,H_l#4
53.4,0.5,23.7,BF05,5,26k,26000,H_l#5
54.3,1.4,23.3,BF05,5,26k,26000,MC_AIXI#1
51.8,1.3,21.6,BF05,5,26k,26000,MC_AIXI#2
54.9,1.4,22.6,BF05,5,26k,26000,MC_AIXI#3
53.4,1.3,21.6,BF05,5,26k,26000,MC_AIXI#4
48.2,1.3,20.7,BF05,5,26k,26000,MC_AIXI#5
48.9,0.4,19.5,BF05,5,26k,26000,Q_l#1
49.8,0.4,19.7,BF05,5,26k,26000,Q_l#2
51.4,0.4,21.2,BF05,5,26k,26000,Q_l#3
52.4,0.5,23.6,BF05,5,26k,26000,Q_l#4
50.5,0.5,23.0,BF05,5,26k,26000,Q_l#5
46.9,0.4,19.5,BF05,5,26k,26000,Q_0#1
48.6,0.4,20.1,BF05,5,26k,26000,Q_0#2
50.2,0.4,20.6,BF05,5,26k,26000,Q_0#3
51.0,0.4,21.7,BF05,5,26k,26000,Q_0#4
49.4,0.4,22.8,BF05,5,26k,26000,Q_0#5
45.4,0.4,22.3,BF05,5,27k,27000,Freq#1
46.3,0.4,22.1,BF05,5,27k,27000,Freq#2
46.4,0.4,21.5,BF05,5,27k,27000,Freq#3
46.0,0.4,21.3,BF05,5,27k,27000,Freq#4
45.3,0.4,21.0,BF05,5,27k,27000,Freq#5
54.1,0.4,21.8,BF05,5,27k,27000,H_l#1
51.9,0.4,20.2,BF05,5,27k,27000,H_l#2
53.1,0.4,21.0,BF05,5,27k,27000,H_l#3
54.4,0.4,22.4,BF05,5,27k,27000,H_l#4
53.4,0.5,23.7,BF05,5,27k,27000,H_l#5
54.3,1.4,23.3,BF05,5,27k,27000,MC_AIXI#1
51.8,1.3,21.6,BF05,5,27k,27000,MC_AIXI#2
54.9,1.4,22.6,BF05,5,27k,27000,MC_AIXI#3
53.5,1.3,21.6,BF05,5,27k,27000,MC_AIXI#4
48.3,1.3,20.7,BF05,5,27k,27000,MC_AIXI#5
48.9,0.4,19.5,BF05,5,27k,27000,Q_l#1
49.8,0.4,19.7,BF05,5,27k,27000,Q_l#2
51.4,0.4,21.2,BF05,5,27k,27000,Q_l#3
52.4,0.5,23.6,BF05,5,27k,27000,Q_l#4
50.7,0.5,23.0,BF05,5,27k,27000,Q_l#5
47.0,0.4,19.5,BF05,5,27k,27000,Q_0#1
48.6,0.4,20.1,BF05,5,27k,27000,Q_0#2
50.3,0.4,20.6,BF05,5,27k,27000,Q_0#3
51.0,0.4,21.7,BF05,5,27k,27000,Q_0#4
49.6,0.4,22.8,BF05,5,27k,27000,Q_0#5
45.5,0.4,22.3,BF05,5,28k,28000,Freq#1
46.4,0.4,22.1,BF05,5,28k,28000,Freq#2
46.5,0.4,21.5,BF05,5,28k,28000,Freq#3
46.0,0.4,21.3,BF05,5,28k,28000,Freq#4
45.3,0.4,21.0,BF05,5,28k,28000,Freq#5
54.1,0.4,21.8,BF05,5,28k,28000,H_l#1
51.9,0.4,20.2,BF05,5,28k,28000,H_l#2
53.1,0.4,21.0,BF05,5,28k,28000,H_l#3
54.5,0.4,22.4,BF05,5,28k,28000,H_l#4
53.5,0.5,23.8,BF05,5,28k,28000,H_l#5
54.3,1.4,23.3,BF05,5,28k,28000,MC_AIXI#1
51.8,1.3,21.6,BF05,5,28k,28000,MC_AIXI#2
54.9,1.4,22.6,BF05,5,28k,28000,MC_AIXI#3
53.5,1.3,21.6,BF05,5,28k,28000,MC_AIXI#4
48.3,1.3,20.7,BF05,5,28k,28000,MC_AIXI#5
48.9,0.4,19.5,BF05,5,28k,28000,Q_l#1
49.8,0.4,19.7,BF05,5,28k,28000,Q_l#2
51.4,0.4,21.2,BF05,5,28k,28000,Q_l#3
52.5,0.5,23.6,BF05,5,28k,28000,Q_l#4
50.8,0.5,23.0,BF05,5,28k,28000,Q_l#5
47.0,0.4,19.5,BF05,5,28k,28000,Q_0#1
48.6,0.4,20.1,BF05,5,28k,28000,Q_0#2
50.3,0.4,20.6,BF05,5,28k,28000,Q_0#3
51.1,0.4,21.7,BF05,5,28k,28000,Q_0#4
49.7,0.4,22.8,BF05,5,28k,28000,Q_0#5
45.6,0.4,22.3,BF05,5,29k,29000,Freq#1
46.5,0.4,22.1,BF05,5,29k,29000,Freq#2
46.5,0.4,21.5,BF05,5,29k,29000,Freq#3
46.1,0.4,21.3,BF05,5,29k,29000,Freq#4
45.4,0.4,21.0,BF05,5,29k,29000,Freq#5
54.1,0.4,21.8,BF05,5,29k,29000,H_l#1
51.9,0.4,20.2,BF05,5,29k,29000,H_l#2
53.1,0.4,21.0,BF05,5,29k,29000,H_l#3
54.5,0.4,22.4,BF05,5,29k,29000,H_l#4
53.6,0.5,23.8,BF05,5,29k,29000,H_l#5
54.3,1.4,23.3,BF05,5,29k,29000,MC_AIXI#1
51.8,1.3,21.6,BF05,5,29k,29000,MC_AIXI#2
55.0,1.4,22.6,BF05,5,29k,29000,MC_AIXI#3
53.5,1.3,21.6,BF05,5,29k,29000,MC_AIXI#4
48.4,1.3,20.7,BF05,5,29k,29000,MC_AIXI#5
48.9,0.4,19.5,BF05,5,29k,29000,Q_l#1
49.8,0.4,19.7,BF05,5,29k,29000,Q_l#2
51.4,0.4,21.2,BF05,5,29k,29000,Q_l#3
52.6,0.5,23.6,BF05,5,29k,29000,Q_l#4
51.0,0.4,22.9,BF05,5,29k,29000,Q_l#5
47.0,0.4,19.5,BF05,5,29k,29000,Q_0#1
48.6,0.4,20.1,BF05,5,29k,29000,Q_0#2
50.3,0.4,20.6,BF05,5,29k,29000,Q_0#3
51.2,0.4,21.7,BF05,5,29k,29000,Q_0#4
49.9,0.4,22.7,BF05,5,29k,29000,Q_0#5
45.6,0.4,22.3,BF05,5,30k,30000,Freq#1
46.5,0.4,22.1,BF05,5,30k,30000,Freq#2
46.6,0.4,21.5,BF05,5,30k,30000,Freq#3
46.1,0.4,21.3,BF05,5,30k,30000,Freq#4
45.4,0.4,21.0,BF05,5,30k,30000,Freq#5
54.2,0.4,21.8,BF05,5,30k,30000,H_l#1
52.0,0.4,20.2,BF05,5,30k,30000,H_l#2
53.1,0.4,21.0,BF05,5,30k,30000,H_l#3
54.5,0.4,22.4,BF05,5,30k,30000,H_l#4
53.6,0.5,23.8,BF05,5,30k,30000,H_l#5
54.4,1.4,23.3,BF05,5,30k,30000,MC_AIXI#1
51.8,1.3,21.6,BF05,5,30k,30000,MC_AIXI#2
55.0,1.4,22.6,BF05,5,30k,30000,MC_AIXI#3
53.5,1.3,21.6,BF05,5,30k,30000,MC_AIXI#4
48.4,1.3,20.7,BF05,5,30k,30000,MC_AIXI#5
48.9,0.4,19.5,BF05,5,30k,30000,Q_l#1
49.8,0.4,19.7,BF05,5,30k,30000,Q_l#2
51.5,0.4,21.2,BF05,5,30k,30000,Q_l#3
52.6,0.5,23.6,BF05,5,30k,30000,Q_l#4
51.1,0.4,22.9,BF05,5,30k,30000,Q_l#5
47.0,0.4,19.5,BF05,5,30k,30000,Q_0#1
48.6,0.4,20.1,BF05,5,30k,30000,Q_0#2
50.4,0.4,20.6,BF05,5,30k,30000,Q_0#3
51.2,0.4,21.7,BF05,5,30k,30000,Q_0#4
50.0,0.4,22.7,BF05,5,30k,30000,Q_0#5
45.7,0.4,22.3,BF05,5,31k,31000,Freq#1
46.6,0.4,22.1,BF05,5,31k,31000,Freq#2
46.6,0.4,21.5,BF05,5,31k,31000,Freq#3
46.2,0.4,21.3,BF05,5,31k,31000,Freq#4
45.5,0.4,21.0,BF05,5,31k,31000,Freq#5
54.2,0.4,21.8,BF05,5,31k,31000,H_l#1
52.0,0.4,20.2,BF05,5,31k,31000,H_l#2
53.2,0.4,21.0,BF05,5,31k,31000,H_l#3
54.6,0.4,22.4,BF05,5,31k,31000,H_l#4
53.6,0.5,23.8,BF05,5,31k,31000,H_l#5
54.4,1.4,23.3,BF05,5,31k,31000,MC_AIXI#1
51.9,1.3,21.7,BF05,5,31k,31000,MC_AIXI#2
55.0,1.4,22.6,BF05,5,31k,31000,MC_AIXI#3
53.6,1.3,21.6,BF05,5,31k,31000,MC_AIXI#4
48.4,1.3,20.7,BF05,5,31k,31000,MC_AIXI#5
48.9,0.4,19.5,BF05,5,31k,31000,Q_l#1
49.8,0.4,19.7,BF05,5,31k,31000,Q_l#2
51.5,0.4,21.2,BF05,5,31k,31000,Q_l#3
52.7,0.5,23.6,BF05,5,31k,31000,Q_l#4
51.2,0.4,22.9,BF05,5,31k,31000,Q_l#5
47.0,0.4,19.5,BF05,5,31k,31000,Q_0#1
48.7,0.4,20.1,BF05,5,31k,31000,Q_0#2
50.4,0.4,20.6,BF05,5,31k,31000,Q_0#3
51.3,0.4,21.6,BF05,5,31k,31000,Q_0#4
50.1,0.4,22.7,BF05,5,31k,31000,Q_0#5
45.8,0.4,22.3,BF05,5,32k,32000,Freq#1
46.7,0.4,22.1,BF05,5,32k,32000,Freq#2
46.7,0.4,21.5,BF05,5,32k,32000,Freq#3
46.2,0.4,21.3,BF05,5,32k,32000,Freq#4
45.5,0.4,21.0,BF05,5,32k,32000,Freq#5
54.2,0.4,21.8,BF05,5,32k,32000,H_l#1
52.0,0.4,20.2,BF05,5,32k,32000,H_l#2
53.2,0.4,21.0,BF05,5,32k,32000,H_l#3
54.6,0.4,22.4,BF05,5,32k,32000,H_l#4
53.7,0.5,23.8,BF05,5,32k,32000,H_l#5
54.4,1.4,23.3,BF05,5,32k,32000,MC_AIXI#1
51.9,1.3,21.7,BF05,5,32k,32000,MC_AIXI#2
55.0,1.4,22.7,BF05,5,32k,32000,MC_AIXI#3
53.6,1.3,21.6,BF05,5,32k,32000,MC_AIXI#4
48.5,1.3,20.7,BF05,5,32k,32000,MC_AIXI#5
48.9,0.4,19.5,BF05,5,32k,32000,Q_l#1
49.9,0.4,19.7,BF05,5,32k,32000,Q_l#2
51.5,0.4,21.2,BF05,5,32k,32000,Q_l#3
52.7,0.5,23.6,BF05,5,32k,32000,Q_l#4
51.3,0.4,22.9,BF05,5,32k,32000,Q_l#5
47.0,0.4,19.5,BF05,5,32k,32000,Q_0#1
48.7,0.4,20.1,BF05,5,32k,32000,Q_0#2
50.4,0.4,20.6,BF05,5,32k,32000,Q_0#3
51.4,0.4,21.6,BF05,5,32k,32000,Q_0#4
50.3,0.4,22.7,BF05,5,32k,32000,Q_0#5
45.8,0.4,22.3,BF05,5,33k,33000,Freq#1
46.7,0.4,22.1,BF05,5,33k,33000,Freq#2
46.7,0.4,21.5,BF05,5,33k,33000,Freq#3
46.2,0.4,21.3,BF05,5,33k,33000,Freq#4
45.5,0.4,21.0,BF05,5,33k,33000,Freq#5
54.2,0.4,21.8,BF05,5,33k,33000,H_l#1
52.0,0.4,20.2,BF05,5,33k,33000,H_l#2
53.2,0.4,21.0,BF05,5,33k,33000,H_l#3
54.6,0.4,22.4,BF05,5,33k,33000,H_l#4
53.7,0.5,23.8,BF05,5,33k,33000,H_l#5
54.4,1.4,23.3,BF05,5,33k,33000,MC_AIXI#1
51.9,1.3,21.7,BF05,5,33k,33000,MC_AIXI#2
55.0,1.4,22.7,BF05,5,33k,33000,MC_AIXI#3
53.6,1.3,21.6,BF05,5,33k,33000,MC_AIXI#4
48.6,1.3,20.7,BF05,5,33k,33000,MC_AIXI#5
49.0,0.4,19.5,BF05,5,33k,33000,Q_l#1
49.9,0.4,19.7,BF05,5,33k,33000,Q_l#2
51.5,0.4,21.2,BF05,5,33k,33000,Q_l#3
52.8,0.5,23.6,BF05,5,33k,33000,Q_l#4
51.4,0.4,22.8,BF05,5,33k,33000,Q_l#5
47.0,0.4,19.5,BF05,5,33k,33000,Q_0#1
48.7,0.4,20.1,BF05,5,33k,33000,Q_0#2
50.4,0.4,20.6,BF05,5,33k,33000,Q_0#3
51.4,0.4,21.6,BF05,5,33k,33000,Q_0#4
50.4,0.4,22.7,BF05,5,33k,33000,Q_0#5
45.9,0.4,22.3,BF05,5,34k,34000,Freq#1
46.8,0.4,22.1,BF05,5,34k,34000,Freq#2
46.8,0.4,21.5,BF05,5,34k,34000,Freq#3
46.3,0.4,21.3,BF05,5,34k,34000,Freq#4
45.6,0.4,21.0,BF05,5,34k,34000,Freq#5
54.2,0.4,21.8,BF05,5,34k,34000,H_l#1
52.0,0.4,20.2,BF05,5,34k,34000,H_l#2
53.2,0.4,21.0,BF05,5,34k,34000,H_l#3
54.7,0.4,22.4,BF05,5,34k,34000,H_l#4
53.8,0.5,23.8,BF05,5,34k,34000,H_l#5
54.4,1.4,23.3,BF05,5,34k,34000,MC_AIXI#1
51.9,1.3,21.7,BF05,5,34k,34000,MC_AIXI#2
55.1,1.4,22.7,BF05,5,34k,34000,MC_AIXI#3
53.6,1.3,21.7,BF05,5,34k,34000,MC_AIXI#4
48.6,1.3,20.7,BF05,5,34k,34000,MC_AIXI#5
49.0,0.4,19.5,BF05,5,34k,34000,Q_l#1
49.9,0.4,19.7,BF05,5,34k,34000,Q_l#2
51.6,0.4,21.2,BF05,5,34k,34000,Q_l#3
52.8,0.5,23.6,BF05,5,34k,34000,Q_l#4
51.5,0.4,22.8,BF05,5,34k,34000,Q_l#5
47.0,0.4,19.5,BF05,5,34k,34000,Q_0#1
48.7,0.4,20.1,BF05,5,34k,34000,Q_0#2
50.4,0.4,20.6,BF05,5,34k,34000,Q_0#3
51.5,0.4,21.6,BF05,5,34k,34000,Q_0#4
50.5,0.4,22.6,BF05,5,34k,34000,Q_0#5
46.0,0.4,22.3,BF05,5,35k,35000,Freq#1
46.8,0.4,22.1,BF05,5,35k,35000,Freq#2
46.8,0.4,21.5,BF05,5,35k,35000,Freq#3
46.3,0.4,21.3,BF05,5,35k,35000,Freq#4
45.6,0.4,21.0,BF05,5,35k,35000,Freq#5
54.2,0.4,21.8,BF05,5,35k,35000,H_l#1
52.0,0.4,20.2,BF05,5,35k,35000,H_l#2
53.2,0.4,21.0,BF05,5,35k,35000,H_l#3
54.7,0.4,22.4,BF05,5,35k,35000,H_l#4
53.8,0.5,23.8,BF05,5,35k,35000,H_l#5
54.4,1.4,23.3,BF05,5,35k,35000,MC_AIXI#1
51.9,1.3,21.7,BF05,5,35k,35000,MC_AIXI#2
55.1,1.4,22.7,BF05,5,35k,35000,MC_AIXI#3
53.6,1.3,21.7,BF05,5,35k,35000,MC_AIXI#4
48.7,1.3,20.7,BF05,5,35k,35000,MC_AIXI#5
49.0,0.4,19.5,BF05,5,35k,35000,Q_l#1
49.9,0.4,19.7,BF05,5,35k,35000,Q_l#2
51.6,0.4,21.2,BF05,5,35k,35000,Q_l#3
52.8,0.5,23.6,BF05,5,35k,35000,Q_l#4
51.6,0.4,22.8,BF05,5,35k,35000,Q_l#5
47.0,0.4,19.5,BF05,5,35k,35000,Q_0#1
48.7,0.4,20.1,BF05,5,35k,35000,Q_0#2
50.5,0.4,20.6,BF05,5,35k,35000,Q_0#3
51.5,0.4,21.6,BF05,5,35k,35000,Q_0#4
50.6,0.4,22.6,BF05,5,35k,35000,Q_0#5
46.0,0.4,22.4,BF05,5,36k,36000,Freq#1
46.9,0.4,22.1,BF05,5,36k,36000,Freq#2
46.8,0.4,21.5,BF05,5,36k,36000,Freq#3
46.4,0.4,21.3,BF05,5,36k,36000,Freq#4
45.7,0.4,21.0,BF05,5,36k,36000,Freq#5
54.2,0.4,21.8,BF05,5,36k,36000,H_l#1
52.0,0.4,20.2,BF05,5,36k,36000,H_l#2
53.2,0.4,21.0,BF05,5,36k,36000,H_l#3
54.7,0.4,22.4,BF05,5,36k,36000,H_l#4
53.8,0.5,23.8,BF05,5,36k,36000,H_l#5
54.4,1.4,23.3,BF05,5,36k,36000,MC_AIXI#1
51.9,1.3,21.7,BF05,5,36k,36000,MC_AIXI#2
55.1,1.4,22.7,BF05,5,36k,36000,MC_AIXI#3
53.7,1.3,21.7,BF05,5,36k,36000,MC_AIXI#4
48.8,1.3,20.7,BF05,5,36k,36000,MC_AIXI#5
49.0,0.4,19.5,BF05,5,36k,36000,Q_l#1
49.9,0.4,19.7,BF05,5,36k,36000,Q_l#2
51.6,0.4,21.1,BF05,5,36k,36000,Q_l#3
52.9,0.5,23.6,BF05,5,36k,36000,Q_l#4
